id,total_episode_number,season,episode,scene,line_text,speaker,deleted
282,2,1,2,4,"This is my biggest sale of the year. They love me over there for some reason. I'm not really sure why but I make one call over there every year, just to renew their account, and that one call ends up being 25% of my commission for the whole year, so I buy a mini bottle of champagne, celebrate a little. And this year I'm pushing recycled paper on them for one percent more. I know. I'm getting cocky. Right?",Jim,FALSE
283,2,1,2,5,Solitaire?,Jim,FALSE
284,2,1,2,5,"Yeah, Freecell.",Pam,FALSE
285,2,1,2,5,Six on seven.,Jim,FALSE
286,2,1,2,5,I know. I saw that.,Pam,FALSE
287,2,1,2,5,"So then, why didn't you do it?",Jim,FALSE
288,2,1,2,5,I'm saving that 'cause I like it when the cards go T-ts-ts-tch-tch-tch.,Pam,FALSE
289,2,1,2,5,Who doesn't love that?,Jim,FALSE
290,2,1,2,6,"Hey, Oscar! How are you doing, man?",Michael,FALSE
291,2,1,2,6,All right.,Oscar,FALSE
292,2,1,2,6,Did you have a good weekend going there?,Michael,FALSE
293,2,1,2,6,It was fine.,Oscar,FALSE
294,2,1,2,6,"Oh yeah, I bet it was fun. [to Mr. Brown] Oh, hey! This is Oscar---",Michael,FALSE
295,2,1,2,6,Martinez.,Oscar,FALSE
296,2,1,2,6,"Right. See? I don't even know, first-name basis!",Michael,FALSE
297,2,1,2,6,Great. We're all set.,Mr. Brown,FALSE
298,2,1,2,6,"Oh hey, well, diversity, everybody, let's do it. Oscar works in... here. Jim, could you wrap it up, please?",Michael,FALSE
299,2,1,2,6,"Yeah, uh, Mr. Decker, please.",Jim,FALSE
300,2,1,2,6,"It's diversity day, Jim. I wish every day was diversity day.",Michael,FALSE
301,2,1,2,6,You know what? I'm actually going to have to call you back. Thank you. Sorry about that.,Jim,FALSE
302,2,1,2,7,Thank you. Thank you. Thank you. Great.,Mr. Brown,FALSE
303,2,1,2,7,"Come on people, let's get 'em in. Get in the cards! Get in the cards!",Michael,FALSE
304,2,1,2,7,"Thank you. Thank you very much. OK. Thanks for filling these out and I promise this'll be quick. At Diversity Today, our philosophy is about honesty and positive expectations. We believe that 99% of the problems in the workplace arise simply out of ignorance.",Mr. Brown,FALSE
305,2,1,2,7,"You know what? This is a color-free-zone here. Stanley, I don't look at you as another race.",Michael,FALSE
306,2,1,2,7,"Uh, see this is what I'm talking about. We don't have to pretend we're color-blind.",Mr. Brown,FALSE
307,2,1,2,7,"Exactly, were not...",Michael,FALSE
308,2,1,2,7,That's fighting ignorance with more ignorance.,Mr. Brown,FALSE
309,2,1,2,7,With tolerance.,Michael,FALSE
310,2,1,2,7,No. With more ignorance.,Mr. Brown,FALSE
311,2,1,2,7,Ignorance.,Michael,FALSE
312,2,1,2,7,"Right. Exactly. Uh, instead, we need to celebrate our diversity.",Mr. Brown,FALSE
313,2,1,2,7,Let's celebrate.,Michael,FALSE
314,2,1,2,7,Right. OK.,Mr. Brown,FALSE
315,2,1,2,7,Celebrate good times. Come on! Let's celebrate diversity. Right?,Michael,FALSE
316,2,1,2,7,"Yes, exactly. Now here's what we're going to do. I've noticed that...",Mr. Brown,FALSE
317,2,1,2,7,You know what? Here's what we're going to do. Why don't we go around and everybody... everybody say a race that you are attracted to sexually. I will go last. Go.,Michael,FALSE
318,2,1,2,7,I have two. White and Indian.,Dwight,FALSE
319,2,1,2,7,"Actually, I'd prefer not to start that way. Michael, I would love to have your permission to run this session. Can I have your permission?",Mr. Brown,FALSE
320,2,1,2,7,Yes.,Michael,FALSE
321,2,1,2,7,Thank you very much. And it would also help me if you were seated.,Mr. Brown,FALSE
322,2,1,2,7,OK.,Michael,FALSE
323,2,1,2,7,"Thank you. OK. Now, at the start of the session, I had you all write down an incident that you found offensive in the workplace. Now, what I'm going to do is choose one and we're going to act it out.",Mr. Brown,FALSE
324,2,1,2,7,A few of the ground rules?,Dwight,FALSE
325,2,1,2,7,"Hey, hey why don't you run it by me and I'll run it by him.",Michael,FALSE
326,2,1,2,7,"OK, can we steer away from gay people?",Dwight,FALSE
327,2,1,2,7,Um...,Mr. Brown,FALSE
328,2,1,2,7,"I'm sorry. It's an orientation. It's not a race. Plus a lot of other races are intolerant of gays, so...paradox.",Dwight,FALSE
329,2,1,2,7,"Well, we only have an hour.",Mr. Brown,FALSE
330,2,1,2,7,I figured it would save time.,Dwight,FALSE
331,2,1,2,7,OK. Why don't we just defer to Mr...,Michael,FALSE
332,2,1,2,7,Mr. Brown.,Mr. Brown,FALSE
333,2,1,2,7,"Ah. Oh, right! OK. First test. I will not call you that.",Michael,FALSE
334,2,1,2,7,"Well, it's my name. It's not a test. OK? Um, so looking through the cards, I've noticed that many of you wrote down the same incident, which is ironic, because it's the exact incident I was brought in here to respond to. Now, how many of you are familiar with the Chris Rock routine? Very good. OK.",Mr. Brown,FALSE
335,2,1,2,8,"How come Chris Rock can do a routine and everybody finds it hilarious and ground-breaking and then I go and do the exact same routine, same comedic timing, and people file a complaint to Corporate? Is it because I'm white and Chris is black?",Michael,FALSE
336,2,1,2,9,So we're going to reenact this with a more positive outcome.,Mr. Brown,FALSE
337,2,1,2,9,I will play the Chris Rock guy. I would like to see someone else pull this off.,Michael,FALSE
338,2,1,2,9,"Well, let's have someone who wasn't involved in the reenactment.",Mr. Brown,FALSE
339,2,1,2,9,"OK, I will play guy listening.",Michael,FALSE
340,2,1,2,9,"Great. Guy listening. Ok, anyone else remember?",Mr. Brown,FALSE
341,2,1,2,9,I remember.,Kevin,FALSE
342,2,1,2,9,Great. You're the Chris Rock guy and you're guy listening.,Mr. Brown,FALSE
343,2,1,2,9,OK.,Michael,FALSE
344,2,1,2,10,Kevin is a great guy. He's a great accountant. He is not much of an entertainer.,Michael,FALSE
345,2,1,2,11,"Basically, there are two types of black people and black people are actually more racist because they hate the other type of black people. Every time the one type wants to have a good time, then the other type comes in and makes a real mess.",Kevin,FALSE
346,2,1,2,11,"OK. I'm sorry. I'm sorry. He's ruin... He's butchering it. Could you just let me... [As Chris Rock] Every time... Every time black people want to have a good time, some ignant ass... [Bleep] I take care of my kid!",Michael,FALSE
347,2,1,2,11,Wait a second.,Mr. Brown,FALSE
348,2,1,2,11,[Bleep] They always want credit for something they supPOSED to do!,Michael,FALSE
349,2,1,2,11,Stop it!,Mr. Brown,FALSE
350,2,1,2,11,[As Chris Rock] What you want a cookie?,Michael,FALSE
351,2,1,2,12,"Now, this is a simple acronym. HERO. Uh, at Diversity Today, we believe it is very easy to be a HERO. All you need are honesty, empathy, respect and open-mindedness.",Mr. Brown,FALSE
352,2,1,2,12,"Excuse me, I'm sorry, but that's not all it takes to be a hero.",Dwight,FALSE
353,2,1,2,12,"Oh, great. Well, what is a hero to you?",Mr. Brown,FALSE
354,2,1,2,12,"A hero kills people, people that wish him harm.",Dwight,FALSE
355,2,1,2,12,OK.,Mr. Brown,FALSE
356,2,1,2,12,"A hero is part-human and part-supernatural. A hero is born out of a childhood trauma, or out of a disaster that must be avenged.",Dwight,FALSE
357,2,1,2,12,"Ok, you're thinking of a superhero.",Mr. Brown,FALSE
358,2,1,2,12,We all have a hero in our heart.,Dwight,FALSE
359,2,1,2,12,"Now, I need you to take these forms. This kind of expresses the joint experience we had today. And I need you to look 'em over and sign them as kind of a group pledge.",Mr. Brown,FALSE
360,2,1,2,12,[Clears throat] I don't think I can sign this.,Michael,FALSE
361,2,1,2,12,I can't leave until you do.,Mr. Brown,FALSE
362,2,1,2,12,"Well, OK, it says here that I learned something and I knew all this stuff already, so... I know, I could sign something that says that I taught something, or that I helped you teach something, so... Pam! Where is she? Pam, could we change something on this?",Michael,FALSE
363,2,1,2,12,"Michael, can I talk to you candidly?",Mr. Brown,FALSE
364,2,1,2,12,Sure.,Michael,FALSE
365,2,1,2,13,We both know that I'm here because of the comments you made.,Mr. Brown,FALSE
366,2,1,2,13,"Here's the thing. This office, I think this is very advanced in terms of... racial awareness and it's probably more advanced than you're used to. That's probably throwing you off a little bit.",Michael,FALSE
367,2,1,2,13,"Um, it's not throwing me. I need your signature.",Mr. Brown,FALSE
368,2,1,2,13,"OK, well I know. You told me that several times.",Michael,FALSE
369,2,1,2,13,"Yes, but you're not listening to me. Yours is the only signature I need.",Mr. Brown,FALSE
370,2,1,2,13,OK.,Michael,FALSE
371,2,1,2,13,Those are my instructions from the Corporate offices to put you through this seminar for the comments that you made. The reason I made copies for everyone was so you wouldn't be embarrassed.,Mr. Brown,FALSE
372,2,1,2,13,"Well, here I am thinking that you actually cared about diversity training. And you don't.",Michael,FALSE
373,2,1,2,13,Don't worry about dating.,Mr. Brown,FALSE
374,2,1,2,13,I won't.,Michael,FALSE
375,2,1,2,13,OK. Thank you.,Mr. Brown,FALSE
376,2,1,2,13,"Yeah, yeah.",Michael,FALSE
377,2,1,2,14,"I regret my actions. I regret offending my coworkers. I pledge to bring my best spirit of honesty, empathy, respect and open-mindedness...' Open-mindedness, is that even a word? '...into the workplace. In this way, I can truly be a hero. Signed, Daffy Duck.' [Laughing] He's going to lose it when he reads that.",Michael,FALSE
378,2,1,2,15,"Yeah, hi. Is Mr. Decker around? Oh, well, could you just have him call me after lunch? Thank you.",Jim,FALSE
379,2,1,2,15,"I pledge to always keep an open mind and an open heart.' I do believe... in that part of the pledge I that just read. But a pledge? Come on. I mean who are we, the Girl Scouts? No. Look... the guy, 'Mr. Brown,' he got us halfway there. He got us talking. Well, no. I got us talking. He got us nothing. He insulted us and he abandoned us. You call that diversity training? I don't. Were there any connections between any of us? Did anyone look each other in the eye? Was there any emotion going on? No. Where was the heart? I didn't see any heart. Where was my Oprah moment? OK, get as much done as you can before lunch because, afterward, I'm going to have you all in tears.",Michael,FALSE
380,2,1,2,16,All right? Everybody pretty? Come on. Here we go. It's time. Let's do some good.,Michael,FALSE
381,2,1,2,16,"Hey, we're not all going to sit in a circle Indian style are we? [Laughing]",Toby,FALSE
382,2,1,2,16,Get out.,Michael,FALSE
383,2,1,2,16,I'm sorry.,Toby,FALSE
384,2,1,2,16,"No, this is not a joke. OK? That was offensive and lame. So double offensive. This is an environment of welcoming and you should just get the hell out of here. OK, let's go. Let's do it. Come on. Let's have some fun, everybody. Here we go. Take a seat. Cop a squat. And um... thanks for coming in. Um... Diversity... is the cornerstone of progress as I've always said. But don't take my word for it. Let's take a look at the tape.",Michael,FALSE
385,2,1,2,17,"[on the tape] Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, 'If you're a racist, I will attack you with the North.' And those are the principles that I carry with me in the workplace.",Michael,FALSE
386,2,1,2,18,OK. Questions? Comments? Anybody? Jim?,Michael,FALSE
387,2,1,2,18,": Uh, is that it?",Jim,FALSE
388,2,1,2,18,Yes. I only had an hour to put it together but I'm going to add on to it later on.,Michael,FALSE
389,2,1,2,18,It was kind of hard to hear.,Kevin,FALSE
390,2,1,2,18,"Uh, yes. That probably had something to do with the camera work. Anybody else? Um...",Michael,FALSE
391,2,1,2,18,I have a customer meeting.,Kelly,FALSE
392,2,1,2,18,"Yeah, well, if you leave we'll only have two left. Yes. Enjoy. Absolutely. Namaste. Ok, well since I am leading this, let's get down to business and why don't I just kind of introduce myself, OK? Um. I am Michael and I am part English, Irish, German and Scottish. Sort of a virtual United Nations. But what some of you might not know is that I am also part Native American Indian.",Michael,FALSE
393,2,1,2,18,What part Native American?,Oscar,FALSE
394,2,1,2,18,Two fifteenths.,Michael,FALSE
395,2,1,2,18,"Two fifteenths, that fraction doesn't make any sense.",Oscar,FALSE
396,2,1,2,18,"Well, you know what, it's kind of hard for me to talk about it. Their suffering. So who else? Let's get this popping. Come on. Who's going? Who's going? Let's go here. Oscar, right here. You're on.",Michael,FALSE
397,2,1,2,18,"OK, Michael, um... Both my parents were born in Mexico.",Oscar,FALSE
398,2,1,2,18,"Oh, yeah...",Michael,FALSE
399,2,1,2,18,"And, uh, they moved to the United Sates a year before I was born. So I grew up in the United States.",Oscar,FALSE
400,2,1,2,18,Wow.,Michael,FALSE
401,2,1,2,18,My parents were Mexican.,Oscar,FALSE
402,2,1,2,18,"Wow. That is... That is a great story. That's the American Dream right there, right?",Michael,FALSE
403,2,1,2,18,Thank... Yeah...,Oscar,FALSE
404,2,1,2,18,"Um, let me ask you, is there a term besides Mexican that you prefer? Something less offensive?",Michael,FALSE
405,2,1,2,18,Mexican isn't offensive.,Oscar,FALSE
406,2,1,2,18,"Well, it has certain connotations.",Michael,FALSE
407,2,1,2,18,Like what?,Oscar,FALSE
408,2,1,2,18,Like... I don't... I don't know.,Michael,FALSE
409,2,1,2,18,"What connotations, Michael? You meant something.",Oscar,FALSE
410,2,1,2,18,"No. Now, remember that honesty...",Michael,FALSE
411,2,1,2,18,I'm just curious.,Oscar,FALSE
412,2,1,2,18,"...empathy, respect... [Phone ringing] Jim! Jim!",Michael,FALSE
413,2,1,2,18,Hello? Hello?,Jim,FALSE
414,2,1,2,19,"I have something here. I want you to take a card. Put it on your fore... Don't look at the card. I want you to take the card and put it on your forehead and... Take a card, take a card, any card. Um... And I want you to treat other people like the race that is on their forehead. OK? So everybody has a different race. Nobody knows what their race is, so... I want you to really go for it, cause this is real. You know, this isn't just an exercise. This is real life. And... I have a dream that you will really let the sparks fly. Get 'er done.",Michael,FALSE
415,2,1,2,20,Why? Because Martin Luther King is a hero of mine. There's this great Chris Rock bit about how streets named after Martin Luther King tend to be more violent. I'm not going to do it but it's...,Michael,FALSE
416,2,1,2,21,Oh this is a good one.,Michael,FALSE
417,2,1,2,21,"Um, hi. How are you?",Pam,FALSE
418,2,1,2,21,Fine. How are you?,Stanley,FALSE
419,2,1,2,21,Great.,Pam,FALSE
420,2,1,2,21,Push it.,Michael,FALSE
421,2,1,2,21,I admire your culture's success in America.,Stanley,FALSE
422,2,1,2,21,Thank you.,Pam,FALSE
423,2,1,2,21,Good. Bom bom bom-bom bom. Come on Olympics of Suffering right here. Slavery versus the Holocaust. Come on.,Michael,FALSE
424,2,1,2,21,Who am I supposed to be?,Stanley,FALSE
425,2,1,2,21,"No, that was inadvertent. We didn't actually plan that.",Michael,FALSE
426,2,1,2,21,"Lots of cultures eat rice, doesn't help me.",Dwight,FALSE
427,2,1,2,21,Um... Shalom. I'd like to apply for a loan.,Dwight,FALSE
428,2,1,2,21,"That's nice, Dwight.",Pam,FALSE
429,2,1,2,21,"OK, do me. Something stereotypical so I can get it really quick.",Dwight,FALSE
430,2,1,2,21,"OK, I like your food.",Pam,FALSE
431,2,1,2,21,"Outback steakhouse. [Australian accent] I'm Australian, mate!",Dwight,FALSE
432,2,1,2,21,"Pam, come on. 'I like your food.' Come on stir the pot. Stir the melting pot, Pam! Let's do it. Let's get ugly. Let's get real.",Michael,FALSE
433,2,1,2,21,"OK. If I have to do this, based on stereotypes that are totally untrue, that I do not agree with, you would maybe not be  a very good driver.",Pam,FALSE
434,2,1,2,21,"Oh, man, am I a woman?",Dwight,FALSE
435,2,1,2,22,"You'll notice I didn't have anybody be an Arab. I thought that would be too explosive. No pun intended. But I just though. 'Too soon for Arabs.' Maybe next year. Um... You know, the ball's in their court.",Michael,FALSE
436,2,1,2,23,What are you watching?,Jim,FALSE
437,2,1,2,23,Chappelle's Show.,Ryan,FALSE
438,2,1,2,23,Really?,Jim,FALSE
439,2,1,2,23,I downloaded it on her computer. I hope she doesn't mind. She just had a lot of extra space.,Ryan,FALSE
440,2,1,2,23,No way. I think she likes this stuff.,Jim,FALSE
441,2,1,2,23,"Great. She's cute, huh?",Ryan,FALSE
442,2,1,2,23,"Yeah, you know, she's engaged, but...",Jim,FALSE
443,2,1,2,23,"Oh, no, the girl in the... sketch.",Ryan,FALSE
444,2,1,2,23,"Oh, yeah. She's hot.",Jim,FALSE
445,2,1,2,24,Hey.,Kevin,FALSE
446,2,1,2,24,Hey.,Angela,FALSE
447,2,1,2,24,You wanna go to the beach?,Kevin,FALSE
448,2,1,2,24,Sure.,Angela,FALSE
449,2,1,2,24,You wanna get high?,Kevin,FALSE
450,2,1,2,24,No.,Angela,FALSE
451,2,1,2,24,"I think you do, mon.",Kevin,FALSE
452,2,1,2,24,Stop...,Angela,FALSE
453,2,1,2,24,OK. All right. No. It's good. You just need to push it. You need to go a little bit further. All right. OK.,Michael,FALSE
454,2,1,2,25,"[Voice raised, Indian accent] Kelly, how are you?",Michael,FALSE
455,2,1,2,25,I just had the longest meeting.,Kelly,FALSE
456,2,1,2,25,"Oh! Welcome to my convenience store. Would you like some googi googi? I have some very delicious googi, googi, only 99 cents plus tax. Try my googi, googi. [Lowering voice] Try my googi, googi. [High-pitched voice] Try my googi, googi. Try my... [slap!]",Michael,FALSE
457,2,1,2,25,"[trying not to cry] All right! All right! Yes! That was great, she gets it! Now she knows what it's like to be a minority.",Michael,FALSE
458,2,1,2,26,"[on the phone] Mr. Decker, we didn't lose your sale today, did we? Excellent. OK. Let me just get your... what's that? No, we didn't close last time. I just need your... Oh. W-What code were you given? Oh, OK. That's actually another salesman here. I can redo it if you want to do that. Oh, he gave you a discount? No, I don't blame you.",Jim,FALSE
459,2,1,2,27,"I just hated it when that guy was in here. Mr. Brown, if that was his real name. I mean, he had never met any of us before, and here he was telling us how to do our thing. I just wanted... I just wanted to do it our way. You know? On our own. Man I should have gotten some food.",Michael,FALSE
460,2,1,2,27,[Itialian accent]Maybe some spagh-etti.,Kevin,FALSE
461,2,1,2,27,"Okay, Kevin. You can take that off that thing, OK? That would really, really have shown him up, wouldn't it? If I'd brought in some burritos or some colored greens. Or some pad Thai. I love pad Thai.",Michael,FALSE
462,2,1,2,27,It's collard greens.,Stanley,FALSE
463,2,1,2,27,What?,Michael,FALSE
464,2,1,2,27,It's collard greens.,Stanley,FALSE
465,2,1,2,27,"That doesn't really make sense. Because you don't call them collared people, that's offensive. Hmmm... OK, well, it's after five. So... Thank you very much. Buena vista Oscar. Thank you. Good job. Oh, my man. Thank you Brazil. Nice.",Michael,FALSE
466,2,1,2,28,"[Pam is asleep, resting her head on Jim's shoulder] Um... Hey.",Jim,FALSE
467,2,1,2,28,[stirs] Mmmm.,Pam,FALSE
468,2,1,2,28,Hey.,Jim,FALSE
469,2,1,2,28,Oh.,Pam,FALSE
470,2,1,2,28,We can go.,Jim,FALSE
471,2,1,2,28,Sorry.,Pam,FALSE
472,2,1,2,28,That's fine.,Jim,FALSE
473,2,1,2,29,Uh... Not a bad day.,Jim,FALSE
474,2,1,2,30,Thanks for filling these out. I promise this will be quick. We only have about an hour.,Mr. Brown,TRUE
475,2,1,2,30,Yeah. I would like to see us erase 100 years of racism in an hour.,Michael,TRUE
476,2,1,2,30,Does this company have 100 years to erase?,Mr. Brown,TRUE
477,2,1,2,30,"No, the country.",Michael,TRUE
478,2,1,2,30,"Oh right, more like 200 years.",Mr. Brown,TRUE
479,2,1,2,30,"Yeah, more like a 1,000.",Michael,TRUE
480,2,1,2,30,"Okay, um. Uh, I'll try to make this quick.",Mr. Brown,TRUE
481,2,1,2,31,"I am a salesman, okay. And I don't think we should be doing this during prime sales hours. If you can prove to me that diversity is going to help my sales, I'll go elephant running with James Earl Jones. I really will, but not on spec.",Dwight,TRUE
482,2,1,2,32,"HERO, at Diversity Today, we believe it is very easy to be a HERO. All you need are honesty, empathy, respect and open-mindedness.",Mr. Brown,TRUE
483,2,1,2,32,"I just think that HERO? It's cute, but it's... It's empty, you know? It's easy. Dwight, you know what, I came up with some terms of my own. Could you put these on the board? The first one is Inclusion, New Attitudes, Color-blind...",Michael,TRUE
484,2,1,2,32,"Oh, nice.",Mr. Brown,TRUE
485,2,1,2,32,Expectations....,Michael,TRUE
486,2,1,2,32,Good.,Mr. Brown,TRUE
487,2,1,2,32,Thank you. Sharing...,Michael,TRUE
488,2,1,2,32,Great.,Mr. Brown,TRUE
489,2,1,2,32,And tolerance.,Michael,TRUE
490,2,1,2,32,Beautiful.,Mr. Brown,TRUE
491,2,1,2,32,"Um, that spells incest.",Pam,TRUE
492,2,1,2,32,"Oh, my sorry. That is not appropriate.",Mr. Brown,TRUE
493,2,1,2,32,"Well, it's not ideal but you have to give me some credit 'cause I made it into a word.",Michael,TRUE
494,2,1,2,32,"Yeah, but it's not appropriate. This is not helpful as a memory aid.",Mr. Brown,TRUE
495,2,1,2,32,"I will give you a number of reasons why it is, actually. Okay, first, incest is bad. Racism is bad. No brainer, right? Two, incest. We're all a family, right? We're all brothers and sisters. Racial message? Um? Number three, and this is a fact. The states where they have a lot of racism are the states where they have a lot of incest. Okay? And finally...",Michael,TRUE
496,2,1,2,32,"Okay, Michael, I just...",Mr. Brown,TRUE
497,2,1,2,32,"No, no, no, no, wait. Final one, final one this is important. The more we can encourage interracial dating as a society the further away we get from incest, literally.",Michael,TRUE
498,2,1,2,33,"It would've been just as easy for him to spell insect. Of course, that wouldn't have made any sense either.",Pam,FALSE
499,2,1,2,34,Does anyone have anything else at all? Anyone besides Michael?,Mr. Brown,TRUE
500,2,1,2,34,I have something.,Ryan,TRUE
501,2,1,2,34,"Yes, please.",Mr. Brown,TRUE
502,2,1,2,34,"Um, well I grew up here in Scranton and when I was a kid the guy who lived next door was a former baseball player, who actually played pro ball before the leagues were integrated. And he had the most incredible stories about...",Ryan,TRUE
503,2,1,2,34,"Okay. I'm sorry, I'm sorry this guy's a temp and I should've told you that.",Michael,TRUE
504,2,1,2,34,"No, no, no, no. An outsider's perspective would probably be pretty helpful.",Mr. Brown,TRUE
505,2,1,2,34,"Yeah, but no, seriously. Uh, you know, he's not a member of the full staff so, uh, Ryan you wanna just step outside?",Michael,TRUE
506,2,1,2,34,What do you want me to do?,Ryan,TRUE
507,2,1,2,34,"Well, maybe you should go down to the parking lot. You know what. Yes, go down to the parking lot and check to se if any of our guests have parked in the handicapped spots. Cool? 'Cause the handicaps get a raw deal. Oh, you know what. That ties right into New Attitudes. New attitudes about handicap people. Very important.",Michael,TRUE
508,2,1,2,34,"I'm sorry, Michael. We're actually out of time.",Mr. Brown,TRUE
509,2,1,2,35,"Yeah, um, there's good things about Michael. He uh, uh... Yeah, definitely. Um...",Pam,FALSE
510,2,1,2,36,"In this way, I can truly be a hero. Signed, Daffy Duck.' [laughing] He's going to lose it when he reads that. Doh! Hogan! Not again, Hogan! Get Col. Burkhalter on the phone! [laughing] I'm kind of a Hogan around here. And kind of, Jan is kind of Col. Burkhalter, then Dwight is Schultz. But, it's... Oh, God. We have fun. We have fun. 'Cause he's gonna be pissed. [making voice] No doubt about it.",Michael,TRUE
511,2,1,2,37,What you doing?,Dwight,TRUE
512,2,1,2,37,Freecell.,Jim,TRUE
513,2,1,2,37,Solitaire is a one-player game. It can't have two players.,Dwight,TRUE
514,2,1,2,37,"Well, I mean.",Jim,TRUE
515,2,1,2,37,What's your win rate?,Dwight,TRUE
516,2,1,2,37,Seventy-six percent. What's yours?,Pam,TRUE
517,2,1,2,37,You're not allowed to play two-player. You need to start over.,Dwight,TRUE
518,2,1,2,37,You're doing fine.,Pam,TRUE
519,2,1,2,38,Are we going?  [Dwight puts four fingers in front of the camera to start a countdown] Don't do that. Just say action when we're ready.,Michael,TRUE
520,2,1,2,38,"Dunder Mifflin, Michael Scott, Diversity Tomorrow, take four. And action.",Dwight,TRUE
521,2,1,2,38,"[mumbling] Should I... turn, no. Do it again.",Michael,TRUE
522,2,1,2,38,"Diversity Tomorrow, take five. Action.",Dwight,TRUE
523,2,1,2,38,"Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, 'If you're a racist, I will attack you with the North.' And those are the principles... Damn it. Okay, sorry. Don't laugh; please don't laugh this time Dwight. You're... it's, it's bugging me. Let me give myself a countdown, ready? Three, two, one.",Michael,TRUE
524,2,1,2,38,Take six.,Dwight,TRUE
525,2,1,2,38,"Just let me do it! God! Three, two, one. Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton... Keep the camera steady please! People are gonna get sea sick watching this. Ready? Three, two, one.",Michael,TRUE
526,2,1,2,38,Action.,Dwight,TRUE
527,2,1,2,38,"Don't. Please don't say anything. [sighs] Oh, God.",Michael,TRUE
528,2,1,2,38,"And action... Lights, camera, action. Whenever you're ready.",Dwight,TRUE
529,2,1,2,38,"Could I count myself down please, Dwight. Three, two, one. Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, 'If you're a racist, I will attack you with the North.' And those are the principles that I carry with me in the workplace.",Michael,TRUE
530,2,1,2,38,Cut.,Dwight,TRUE
531,2,1,2,39,[wandering around the room during his diversity exercise] I want you to push it. I want you to push 'cause breakthroughs are right around the corner. Something's going to pop here. Something's going to pop between a party. Feel what it's like to be in someone else's skin. What does it feel like to be a different race? It feels pretty bad doesn't it. So let that come out.,Michael,TRUE
532,2,1,2,40,"Yeah, I marched on Washington back in the day. I went to the Washington Monument and the Lincoln Memorial, U.S. Mint, congressman talked to our class. It was pretty cool.",Michael,TRUE
533,2,1,2,41,Talk like you're talking to that race. I have a feeling that this could get kind of volatile. So keep it going. [camera shows Devon sitting outside with West Nile],Michael,FALSE
534,2,1,2,42,"Um, what's going on here?",Jim,TRUE
535,2,1,2,42,People treat us like the race on our forehead. And then we guess what race we are.,Pam,TRUE
536,2,1,2,42,"Ah, good. Good luck. Doing good. [goes to the index cards and writes another race down]",Jim,TRUE
537,2,1,2,42,"Oh, man, am I a woman?",Dwight,TRUE
538,2,1,2,42,"Yes, yes.",Jim,TRUE
539,2,1,2,42,God!,Dwight,TRUE
540,2,1,2,42,How embarrassing is it? That's not fair. Here...,Jim,TRUE
